input,output
"Consider the following premises: William is an electrician, and Susan is a scientist and Elisabeth is a taxi driver. Can we infer the following from them? Answer yes or no: The claim that William is an electrician and Susan is a scientist, and the claim that Elisabeth is a taxi driver cannot both be true.",no
"Consider the following premises: Robert is a janitor, and William is cooking and Susan is a poet. Can we infer the following from them? Answer yes or no: The claim that Robert is a janitor and William is cooking, and the claim that Susan is a poet cannot both be true.",no
Consider the following premises: Elisabeth is a politician or William is climbing a mountain or Joseph is a mechanic. Can we infer the following from them? Answer yes or no: Neither Elisabeth is a politician or William is climbing a mountain nor Joseph is a mechanic.,no
"Consider the following premises: Richard is a soldier, and it is raining and Karen is fast. Can we infer the following from them? Answer yes or no: The claim that Richard is a soldier and it is raining, and the claim that Karen is fast cannot both be true.",no
Consider the following premises: It is snowing or Patricia is a carpenter or Linda is listening to a song. Can we infer the following from them? Answer yes or no: Neither it is snowing or Patricia is a carpenter nor Linda is listening to a song.,no
Consider the following premises: William is writing a letter or Susan is climbing a mountain or Sarah is reading a book. Can we infer the following from them? Answer yes or no: Neither William is writing a letter or Susan is climbing a mountain nor Sarah is reading a book.,no
"Consider the following premises: It is raining, and Barbara is driving a car and it is sunny. Can we infer the following from them? Answer yes or no: The claim that it is raining and Barbara is driving a car, and the claim that it is sunny cannot both be true.",no
"Consider the following premises: Karen is listening to a song, and it is overcast and it is raining. Can we infer the following from them? Answer yes or no: The claim that Karen is listening to a song and it is overcast, and the claim that it is raining cannot both be true.",no
"Consider the following premises: Richard is writing a letter, and it is raining and Thomas is drinking water. Can we infer the following from them? Answer yes or no: The claim that Richard is writing a letter and it is raining, and the claim that Thomas is drinking water cannot both be true.",no
"Consider the following premises: Jennifer is running, and Karen is climbing a mountain and Michael is fast. Can we infer the following from them? Answer yes or no: The claim that Jennifer is running and Karen is climbing a mountain, and the claim that Michael is fast cannot both be true.",no
"Consider the following premises: Karen is a bartender, and Jennifer is writing a letter and it is snowing. Can we infer the following from them? Answer yes or no: The claim that Karen is a bartender and Jennifer is writing a letter, and the claim that it is snowing cannot both be true.",no
"Consider the following premises: Joseph is a doctor, and Jessica is a writer and William is a lawyer. Can we infer the following from them? Answer yes or no: The claim that Joseph is a doctor and Jessica is a writer, and the claim that William is a lawyer cannot both be true.",no
"Consider the following premises: Karen is drinking water, and Barbara is sleeping and it is sunny. Can we infer the following from them? Answer yes or no: The claim that Karen is drinking water and Barbara is sleeping, and the claim that it is sunny cannot both be true.",no
"Consider the following premises: Jessica is a nurse, and Richard is a sailor and Mary is a poet. Can we infer the following from them? Answer yes or no: The claim that Jessica is a nurse and Richard is a sailor, and the claim that Mary is a poet cannot both be true.",no
Consider the following premises: Patricia is making tea or David is playing squash or Robert is a carpenter. Can we infer the following from them? Answer yes or no: Neither Patricia is making tea or David is playing squash nor Robert is a carpenter.,no
"Consider the following premises: It is windy, and James is reading a book and Charles is a writer. Can we infer the following from them? Answer yes or no: The claim that it is windy and James is reading a book, and the claim that Charles is a writer cannot both be true.",no
"Consider the following premises: James is cooking, and Susan is sleeping and Mary is reading a book. Can we infer the following from them? Answer yes or no: The claim that James is cooking and Susan is sleeping, and the claim that Mary is reading a book cannot both be true.",no
"Consider the following premises: It is sunny, and it is overcast and William is poor. Can we infer the following from them? Answer yes or no: The claim that it is sunny and it is overcast, and the claim that William is poor cannot both be true.",no
"Consider the following premises: William is writing a letter, and John is reading a book and Karen is a sailor. Can we infer the following from them? Answer yes or no: William is writing a letter and John is reading a book, and Karen is a sailor.",yes
"Consider the following premises: Joseph is a bartender, or it is late or it is snowing. Can we infer the following from them? Answer yes or no: Joseph is a bartender or it is late, or it is snowing.",yes
"Consider the following premises: Barbara is drinking water, or Linda is a server or Linda is reading a book. Can we infer the following from them? Answer yes or no: Barbara is drinking water or Linda is a server, or Linda is reading a book.",yes
"Consider the following premises: It is windy, and Patricia is fast and it is cloudy. Can we infer the following from them? Answer yes or no: It is windy and Patricia is fast, and it is cloudy.",yes
"Consider the following premises: John is poor, or Richard is making tea or John is a police officer. Can we infer the following from them? Answer yes or no: John is poor or Richard is making tea, or John is a police officer.",yes
"Consider the following premises: Richard is a taxi driver, or Mary is driving a car or Patricia is playing squash. Can we infer the following from them? Answer yes or no: Richard is a taxi driver or Mary is driving a car, or Patricia is playing squash.",yes
"Consider the following premises: Richard is driving a car, or it is overcast or it is sunny. Can we infer the following from them? Answer yes or no: Richard is driving a car or it is overcast, or it is sunny.",yes
"Consider the following premises: Mary is driving a car, and Elisabeth is drinking water and Michael is climbing a mountain. Can we infer the following from them? Answer yes or no: Mary is driving a car and Elisabeth is drinking water, and Michael is climbing a mountain.",yes
"Consider the following premises: It is sunny, or Michael is listening to a song or Thomas is an office clerk. Can we infer the following from them? Answer yes or no: It is sunny or Michael is listening to a song, or Thomas is an office clerk.",yes
"Consider the following premises: Robert is a scientist, and Barbara is a janitor and James is playing squash. Can we infer the following from them? Answer yes or no: Robert is a scientist and Barbara is a janitor, and James is playing squash.",yes
"Consider the following premises: Sarah is a cashier, and it is late and it is raining. Can we infer the following from them? Answer yes or no: Sarah is a cashier and it is late, and it is raining.",yes
"Consider the following premises: It is snowing, or Mary is taking a plane or it is cold. Can we infer the following from them? Answer yes or no: It is snowing or Mary is taking a plane, or it is cold.",yes
"Consider the following premises: Michael is a carpenter, or Charles is listening to a song or Thomas is a poet. Can we infer the following from them? Answer yes or no: Michael is a carpenter or Charles is listening to a song, or Thomas is a poet.",yes
"Consider the following premises: Jennifer is a poet, and it is snowing and Richard is working. Can we infer the following from them? Answer yes or no: Jennifer is a poet and it is snowing, and Richard is working.",yes
"Consider the following premises: Patricia is playing tennis, or Elisabeth is a nurse or Linda is a doctor. Can we infer the following from them? Answer yes or no: Patricia is playing tennis or Elisabeth is a nurse, or Linda is a doctor.",yes
"Consider the following premises: Sarah is excited, and it is raining and Patricia is an artist. Can we infer the following from them? Answer yes or no: Sarah is excited and it is raining, and Patricia is an artist.",yes
"Consider the following premises: Jennifer is writing a letter, or John is happy or Karen is climbing a mountain. Can we infer the following from them? Answer yes or no: Jennifer is writing a letter or John is happy, or Karen is climbing a mountain.",yes
"Consider the following premises: Charles is taking a plane, or David is writing a letter or Elisabeth is a poet. Can we infer the following from them? Answer yes or no: Charles is taking a plane or David is writing a letter, or Elisabeth is a poet.",yes
"Consider the following premises: Michael is making tea, or Thomas is happy or it is cold. Can we infer the following from them? Answer yes or no: Michael is making tea or Thomas is happy, or it is cold.",yes
"Consider the following premises: Sarah is sleeping, or Patricia is a mechanic or Thomas is a sailor. Can we infer the following from them? Answer yes or no: Sarah is sleeping or Patricia is a mechanic, or Thomas is a sailor.",yes
"Consider the following premises: William is excited, or it is sunny or Susan is taking a plane. Can we infer the following from them? Answer yes or no: William is excited or it is sunny, or Susan is taking a plane.",yes
"Consider the following premises: Patricia is reading a book, and it is windy and it is snowing. Can we infer the following from them? Answer yes or no: Patricia is reading a book and it is windy, and it is snowing.",yes
"Consider the following premises: It is cold, and it is cloudy and Jennifer is taking a plane. Can we infer the following from them? Answer yes or no: It is cold and it is cloudy, and Jennifer is taking a plane.",yes
"Consider the following premises: James is climbing a mountain, or Joseph is happy or William is bored. Can we infer the following from them? Answer yes or no: James is climbing a mountain or Joseph is happy, or William is bored.",yes
"Consider the following premises: It is windy, or Mary is a bartender or Sarah is an office clerk. Can we infer the following from them? Answer yes or no: It is windy or Mary is a bartender, or Sarah is an office clerk.",yes
Consider the following premises: John is drinking water or Joseph is happy or Michael is climbing a mountain. Can we infer the following from them? Answer yes or no: John is a writer.,no
Consider the following premises: It is late or Charles is fast or Barbara is playing tennis. Can we infer the following from them? Answer yes or no: Linda is taking a plane.,no
Consider the following premises: William is writing a letter and it is cold and it is sunny. Can we infer the following from them? Answer yes or no: It is snowing.,no
Consider the following premises: It is sunny and Elisabeth is writing a letter and Charles is a scientist. Can we infer the following from them? Answer yes or no: Charles is not a doctor.,no
Consider the following premises: It is windy or Joseph is fast or it is sunny. Can we infer the following from them? Answer yes or no: It is raining.,no
Consider the following premises: Elisabeth is playing squash and it is snowing and Michael is climbing a mountain. Can we infer the following from them? Answer yes or no: Karen is sad.,no
Consider the following premises: Michael is working and Robert is making tea and it is cold. Can we infer the following from them? Answer yes or no: Jennifer is playing tennis.,no
Consider the following premises: David is a lawyer or it is cloudy or Mary is a poet. Can we infer the following from them? Answer yes or no: It is late.,no
Consider the following premises: Linda is a sailor and it is snowing and Linda is climbing a mountain. Can we infer the following from them? Answer yes or no: Karen is not reading a book.,no
Consider the following premises: Karen is happy and it is windy and Sarah is reading a book. Can we infer the following from them? Answer yes or no: It is not raining.,no
Consider the following premises: It is late or it is cloudy or it is overcast. Can we infer the following from them? Answer yes or no: Michael is not playing a game.,no
Consider the following premises: Linda is listening to a song and Robert is working and it is overcast. Can we infer the following from them? Answer yes or no: Robert is not playing squash.,no
Consider the following premises: Michael is cooking and Susan is a doctor and Michael is a police officer. Can we infer the following from them? Answer yes or no: Sarah is a server.,no
Consider the following premises: Susan is curious and Joseph is sad and Sarah is reading a book. Can we infer the following from them? Answer yes or no: It is not late.,no
Consider the following premises: William is driving a car and Robert is a cashier and Susan is climbing a mountain. Can we infer the following from them? Answer yes or no: James is not an astronaut.,no
Consider the following premises: Susan is cooking and Sarah is a politician and it is overcast. Can we infer the following from them? Answer yes or no: Barbara is not climbing a mountain.,no
Consider the following premises: David is a bartender or Karen is climbing a mountain or it is overcast. Can we infer the following from them? Answer yes or no: It is not cloudy.,no
Consider the following premises: Elisabeth is running or Elisabeth is sad or Elisabeth is reading a book. Can we infer the following from them? Answer yes or no: Susan is not writing a letter.,no
Consider the following premises: It is windy and it is snowing and it is late. Can we infer the following from them? Answer yes or no: Robert is not sleeping.,no
Consider the following premises: It is snowing and Michael is driving a car and John is sleeping. Can we infer the following from them? Answer yes or no: It is windy.,no
Consider the following premises: Susan is working and Richard is sleeping and Barbara is a cashier. Can we infer the following from them? Answer yes or no: Mary is not an electrician.,no
Consider the following premises: Jennifer is excited and William is running and it is windy. Can we infer the following from them? Answer yes or no: Michael is fast.,no
Consider the following premises: Joseph is writing a letter or Linda is fast or John is a police officer. Can we infer the following from them? Answer yes or no: James is not reading a book.,no
Consider the following premises: Barbara is an electrician or John is sad or Robert is happy. Can we infer the following from them? Answer yes or no: Jennifer is not a writer.,no
Consider the following premises: William is climbing a mountain and it is late and Karen is working. Can we infer the following from them? Answer yes or no: Mary is an artist.,no
